"","w_value","p_value"
"1",0.312217001914738,5.13360081855615e-07
"2",0.324224000226513,6.11280007136861e-07
"3",0.311792237810145,5.10217286067129e-07
"4",0.311547731926251,5.08417487412508e-07
"5",0.311402012467779,5.07348062713786e-07
"6",0.311530582964393,5.0829150808672e-07
"7",0.312390056603187,5.14646394116771e-07
"8",0.311464128284152,5.078036335486e-07
"9",0.311552450109068,5.08452153845298e-07
"10",0.311332034059817,5.06835346337726e-07
"11",0.311306796401838,5.06650570749449e-07
"12",0.311672365892729,5.09334068544062e-07
"13",0.314627947368836,5.31592787488391e-07
"14",0.31151121775617,5.08149287714098e-07
"15",0.311254969345241,5.06271347392907e-07
"16",0.316160280179243,5.4353790272492e-07
"17",0.311547783657278,5.08417867488053e-07
"18",0.312888433107591,5.18369996643677e-07
"19",0.311539831201807,5.08359443161684e-07
"20",0.314673578546834,5.31944439227643e-07
"21",0.311372333592294,5.07130544830913e-07
"22",0.31142965965138,5.07550779460813e-07
"23",0.311587045625365,5.08706418128507e-07
"24",0.311297747638833,5.06584338362893e-07
"25",0.312244723890647,5.13565908670922e-07
"26",0.311958048342509,5.11441664368236e-07
"27",0.311675880051756,5.09359937765587e-07
"28",0.311457112817055,5.07752158818129e-07
"29",0.311680016179394,5.09390387352473e-07
"30",0.311559369030292,5.08502994554037e-07
"31",0.312269181111995,5.13747568566998e-07
"32",0.311298474659803,5.06589659450068e-07
"33",0.311549506516454,5.08430525762958e-07
"34",0.311459155292705,5.07767144544162e-07
"35",0.311648716482387,5.09160011483855e-07
"36",0.312437978730954,5.15003203865273e-07
"37",0.311518220889388,5.08200714666714e-07
"38",0.312424461915025,5.14902536228489e-07
"39",0.315041281387856,5.34787143069412e-07
"40",0.311539883417312,5.08359826750203e-07
"41",0.312238468843049,5.13519459277738e-07
"42",0.31180427056197,5.1030603338277e-07
"43",0.312762905630389,5.17429432010327e-07
"44",0.311609682800193,5.08872866170831e-07
"45",0.312728803619386,5.17174222618146e-07
"46",0.312047680121839,5.12104823680221e-07
"47",0.313476800899549,5.22802865821402e-07
"48",0.311731033726484,5.09766130499483e-07
"49",0.313262619067083,5.21184534173291e-07
"50",0.311334174673463,5.06851021972696e-07
"51",0.312968949951894,5.18974257875604e-07
"52",0.311279964720011,5.06454203172641e-07
"53",0.317879983399404,5.57284302131863e-07
"54",0.311328163511409,5.06807003762562e-07
"55",0.311731474764342,5.09769380018171e-07
"56",0.311532525985121,5.08305780195694e-07
"57",0.311529099804486,5.08280614089312e-07
"58",0.31258471431764,5.16097377038523e-07
"59",0.312308019949854,5.1403619059057e-07
"60",0.311931036399152,5.11241989967618e-07
"61",0.319795279503506,5.73030390303305e-07
"62",0.311985444784695,5.11644265699576e-07
"63",0.31150255260682,5.08085663535373e-07
"64",0.311864816128408,5.1075283506655e-07
"65",0.312286221822654,5.13874181530055e-07
"66",0.311907802803953,5.11070311707143e-07
"67",0.311851868292855,5.10657250354219e-07
"68",0.311481124787545,5.07928365343073e-07
"69",0.31162123297303,5.0895781531325e-07
"70",0.311263895441812,5.06336638950173e-07
"71",0.311381671154174,5.07198969573058e-07
"72",0.313737281111971,5.2477822464604e-07
"73",0.321879588267312,5.90704901735697e-07
"74",0.31220735201478,5.13288455008475e-07
"75",0.312255544557689,5.13646272470029e-07
"76",0.311548557273568,5.08423551397923e-07
"77",0.311416248500474,5.07452434465816e-07
"78",0.311537547337985,5.08342665612311e-07
"79",0.311601123300022,5.08809922533883e-07
"80",0.311708121451644,5.095973456483e-07
"81",0.311413082721293,5.07429222520478e-07
"82",0.312287003006214,5.13879986541173e-07
"83",0.311598304023079,5.08789192347467e-07
"84",0.311701421928132,5.09548004372791e-07
"85",0.311675692514026,5.09358557185194e-07
"86",0.311307251543067,5.06653902397104e-07
"87",0.311656611139244,5.09218108258436e-07
"88",0.31141055057595,5.07410657281435e-07
"89",0.311521177178394,5.08222425601008e-07
"90",0.311746796475812,5.09882282383742e-07
"91",0.311490723039399,5.07998818172103e-07
"92",0.312598926710909,5.162034867493e-07
"93",0.312284764135653,5.13863349577028e-07
"94",0.311703322596037,5.09562002072969e-07
"95",0.311452385168195,5.07717473671793e-07
"96",0.311663911943468,5.09271841143764e-07
"97",0.312204334816174,5.13266061886781e-07
"98",0.311488679022987,5.07983813867501e-07
"99",0.311473838137574,5.07874887007693e-07
"100",0.311554946020459,5.08470493350675e-07
"101",0.311733889820772,5.09787174280191e-07
"102",0.312300774012673,5.13982330973445e-07
"103",0.314228204673562,5.2852275828803e-07
"104",0.321393388693869,5.86530825343629e-07
"105",0.311432934514591,5.07574797360859e-07
"106",0.311373089146971,5.07136081096941e-07
"107",0.312566410916965,5.15960758029996e-07
"108",0.314990285455761,5.34391931744946e-07
"109",0.312624163999318,5.16391965474159e-07
"110",0.311252615755588,5.06254133124338e-07
"111",0.311481017596133,5.07927578598223e-07
"112",0.311523802043523,5.08241703390592e-07
"113",0.311963696048836,5.11483423133726e-07
"114",0.311434247561777,5.07584427609608e-07
"115",0.312256102097139,5.13650413610938e-07
"116",0.312587362752067,5.16117148488721e-07
